Lvivska;SHEPTYTSKYI;SHEPTYTSKYI;80103
Kyiv;Kyiv;Kyiv;02093
Donetska;MARIUPOLSKYI;Mariupol;87513
Ivano-Frankivska;KALUSKYI;Yasen;77673
Ivano-Frankivska;KOLOMYISKYI;Prykmyshche;78151
Zhytomyrska;ZHYTOMYRSKYI;Zhytomyr;10007
Lvivska;STRYISKYI;Oleksychi;82440
Ivano-Frankivska;KALUSKYI;Sivka-Kaluska;77342
Ivano-Frankivska;KALUSKYI;Obolonnia;77502
Ivano-Frankivska;KALUSKYI;Tysiv;77220
Lvivska;LVIVSKYI;Lviv;79036
Luhanska;SIVERSKODONETSKYI;Komyshuvakha;93341
Dnipropetrovska;DNIPROVSKYI;Riasne;52433
Kyivska;BORYSPILSKYI;Leliaky;07552
Ivano-Frankivska;KOSIVSKYI;Liucha;78616
Luhanska;SHCHASTYNSKYI;Novookhtyrka;93530
Ivano-Frankivska;NADVIRNIANSKYI;Dobrotiv;78454
Zhytomyrska;BERDYCHIVSKYI;Movchanivka;13650
Zhytomyrska;ZVIAHELSKYI;Natalivka;11742
Kyivska;BORYSPILSKYI;Chubynske;08321
Lvivska;STRYISKYI;Stankiv;82482
Ivano-Frankivska;KOLOMYISKYI;Rudnyky;78352
Kyiv;Kyiv;Kyiv;03066
Ivano-Frankivska;IVANO-FRANKIVSKYI;Kuttsi;77001
Donetska;POKROVSKYI;Novokalynove;85400
Dnipropetrovska;NIKOPOLSKYI;Musiivka;53280
Volynska;LUTSKYI;Kolky;44661
Donetska;POKROVSKYI;Pokrovsk;85301
Kyivska;FASTIVSKYI;Markhalivka;08633
Zaporizka;BERDIANSKYI;Novooleksiivka;72140
Zaporizka;MELITOPOLSKYI;Prymorskyi Posad;72451
Ivano-Frankivska;KOLOMYISKYI;Kniazhe;78360
Lvivska;STRYISKYI;Lysovychi;82486
Zaporizka;VASYLIVSKYI;Velyka Znamianka;71311
Zaporizka;POLOHIVSKYI;Tokmak;71702
Lvivska;STRYISKYI;Zaderevach;82486
Ivano-Frankivska;NADVIRNIANSKYI;Mozolivka;78431
Lvivska;LVIVSKYI;Vovchukhy;81521
Donetska;POKROVSKYI;Pokrovsk;85307
Ivano-Frankivska;KOLOMYISKYI;Vyshnivka;78320
Dnipropetrovska;DNIPROVSKYI;Bashmachka;52462
Donetska;POKROVSKYI;Antonivka;85400
Odeska;ODESKYI;Odesa;65020
Donetska;KRAMATORSKYI;Kostiantynivka;85113
Donetska;KRAMATORSKYI;Novodonetske;85010
Volynska;KOVELSKYI;Yakushiv;44160
Kyivska;VYSHHORODSKYI;Mikhlivshchyna;07053
Zakarpatska;KHUSTSKYI;Bilky;90132
Dnipropetrovska;NIKOPOLSKYI;MOZOLEVSKE;53264
Donetska;POKROVSKYI;Pokrovsk;85302
Ivano-Frankivska;KOLOMYISKYI;Kniazhdvir;78294
Volynska;KAMIN-KASHYRSKYI;Mizhhaitsi;44253
Lvivska;LVIVSKYI;Pyly;80337
Ivano-Frankivska;NADVIRNIANSKYI;Nadvirna;78403
Dnipropetrovska;PAVLOHRADSKYI;Novoselivske;51473
Vinnytska;ZHMERYNSKYI;Zamozhne;23007
Ivano-Frankivska;KOLOMYISKYI;Zadubrivtsi;78331
Dnipropetrovska;KRYVORIZKYI;Nove Zhyttia;53730
Kyivska;BILOTSERKIVSKYI;Poberezhka;09732
Dnipropetrovska;PAVLOHRADSKYI;Yiurivske;51325
Donetska;BAKHMUTSKYI;Odradivka;84511
Ivano-Frankivska;KOLOMYISKYI;Serafyntsi;78142
Kyivska;BROVARSKYI;Brovary;07437
Lvivska;SAMBIRSKYI;Zadnistriany;81445
Dnipropetrovska;KAMIANSKYI;Stepove;52120
Kyivska;BORYSPILSKYI;Cherniakhivka;07741
Ivano-Frankivska;IVANO-FRANKIVSKYI;Burshtyn;77111
Kyivska;BROVARSKYI;Sobolivka;07410
Luhanska;STAROBILSKYI;Kuriachivka;92724
Luhanska;SVATIVSKYI;Svatove;92602
Zakarpatska;UZHHORODSKYI;Uzhhorod;88017
Lvivska;LVIVSKYI;Odynoke;81160
Zakarpatska;TIACHIVSKYI;Tiachiv;90500
Volynska;KAMIN-KASHYRSKYI;Bronytsia;44535
Luhanska;STAROBILSKYI;Stepove;92824
Zaporizka;POLOHIVSKYI;Luhivka;71702
Lvivska;LVIVSKYI;Lviv;79012
Kyivska;BROVARSKYI;Pokrovske;07440
Lvivska;LVIVSKYI;Dumychi;80327
Luhanska;SVATIVSKYI;Maksymivka;92112
Ivano-Frankivska;IVANO-FRANKIVSKYI;Ivano-Frankivsk;76006
Dnipropetrovska;SYNELNYKIVSKYI;Oleksandrivka;52705
Donetska;BAKHMUTSKYI;Bakhmutske;84522
Donetska;KRAMATORSKYI;Lyman;84401
Zaporizka;POLOHIVSKYI;Dibrova;71040
Dnipropetrovska;DNIPROVSKYI;Dnipro;49127
Donetska;POKROVSKYI;Novobakhmutivka;85400
Luhanska;SIVERSKODONETSKYI;Kreminna;92903
Kirovohradska;KROPYVNYTSKYI;Kropyvnytskyi;25018
Volynska;VOLODYMYRSKYI;Ivanychi;45300
Vinnytska;VINNYTSKYI;Pidlisne;22336
Kyivska;BILOTSERKIVSKYI;Tetiiv;09801
Ivano-Frankivska;KALUSKYI;Rivnia;77631
Zaporizka;MELITOPOLSKYI;Tykhonivka;72352
Zaporizka;BERDIANSKYI;Novovasylivka;71128
Kirovohradska;NOVOUKRAINSKYI;Kapitanivka;26010
Kyivska;OBUKHIVSKYI;Potashnia;09740
Kyivska;FASTIVSKYI;Skrypky;08640
Kyivska;BUCHANSKYI;Chaiky;08135
Kyiv;Kyiv;Kyiv;03162
Zaporizka;MELITOPOLSKYI;Dobrivka;72443
Zhytomyrska;ZHYTOMYRSKYI;Pulyny;12001
Kyivska;FASTIVSKYI;Byshiv;08072
Ivano-Frankivska;NADVIRNIANSKYI;Paryshche;78426
Lvivska;LVIVSKYI;Lviv;79068
Kirovohradska;KROPYVNYTSKYI;Vorontsivka;28200
Mykolaivska;MYKOLAIVSKYI;Mykolaiv;54046
Kyivska;BORYSPILSKYI;Nychyporivka;07751
Kyivska;FASTIVSKYI;Velyka Snitynka;08540
Ivano-Frankivska;KOLOMYISKYI;Nyzhnia Velesnytsia;78220
Kyivska;BUCHANSKYI;Kolonshchyna;08032
Volynska;LUTSKYI;Lutsk;43501
Volynska;LUTSKYI;Pidhaitsi;45602
Zaporizka;POLOHIVSKYI;Smyrnove;71040
Luhanska;SVATIVSKYI;Honcharivka;92631
Dnipropetrovska;SYNELNYKIVSKYI;Perepeliache;52640
Kyivska;BILOTSERKIVSKYI;Zhuravlykha;09432
Lvivska;LVIVSKYI;Mostyshche;81220
Lvivska;SAMBIRSKYI;Bunkovychi;82060
Lvivska;LVIVSKYI;Myloshevychi;81162
Kyiv;Kyiv;Kyiv;03113
Donetska;VOLNOVASKYI;Starohnativka;87110
Vinnytska;VINNYTSKYI;Makhnivka;23262
Kyivska;BILOTSERKIVSKYI;Velykopolovetske;09030
Zhytomyrska;ZHYTOMYRSKYI;Romanivka;13043
Kyivska;BILOTSERKIVSKYI;Zhytni Hory;09611
Lvivska;LVIVSKYI;Pidderevenka;80337
Ivano-Frankivska;IVANO-FRANKIVSKYI;Popeliv;78001
Donetska;BAKHMUTSKYI;Volodymyrivka;84522
Dnipropetrovska;KAMIANSKYI;Krynychky;52300
Lvivska;SHEPTYTSKYI;Romosh;80024
Donetska;KRAMATORSKYI;Yasnohirka;84391
Kirovohradska;OLEKSANDRIISKYI;Oleksandriia;28002
Volynska;KAMIN-KASHYRSKYI;Birky;44240
Vinnytska;HAISYNSKYI;Velyka Stratiivka;24300
Zaporizka;MELITOPOLSKYI;Lymanske;72563
Mykolaivska;MYKOLAIVSKYI;Mykolaiv;54055
Zhytomyrska;KOROSTENSKYI;Zhubrovychi;11042
Mykolaivska;PERVOMAISKYI;Myhiia;55223
Kyivska;BORYSPILSKYI;Tsybli;08454
Mykolaivska;VOZNESENSKYI;Martynivske;56525
Lvivska;LVIVSKYI;Zushytsi;81511
Donetska;MARIUPOLSKYI;Mariupol;87525
Vinnytska;HAISYNSKYI;Krushynivka;24422
Zaporizka;POLOHIVSKYI;Pryvilne;69050
Luhanska;STAROBILSKYI;AIDAR;92302
Kyivska;OBUKHIVSKYI;Hermanivka;08753
Kyivska;BORYSPILSKYI;Mali Yerkivtsi;08361
Lvivska;YAVORIVSKYI;Malniv;81310
Vinnytska;VINNYTSKYI;Vinnytsia;21012
Lvivska;LVIVSKYI;Velykyi Doroshiv;80362
Kyivska;BORYSPILSKYI;Kapustyntsi;07754
Donetska;MARIUPOLSKYI;Lomakyne;87594
Lvivska;SAMBIRSKYI;Hrushatychi;82022
Lvivska;YAVORIVSKYI;Vovcha Hora;81006
Lvivska;SHEPTYTSKYI;SHEPTYTSKYI;80109
Ivano-Frankivska;IVANO-FRANKIVSKYI;Klubivtsi;77401
Vinnytska;VINNYTSKYI;Babyn;22714
Donetska;BAKHMUTSKYI;Travneve;84511
Kyiv;Kyiv;Kyiv;03058
Kyivska;BORYSPILSKYI;Vinyntsi;08451
Kyiv;Kyiv;Kyiv;04216
Zaporizka;BERDIANSKYI;Oleksandrivka;71244
Kyivska;BROVARSKYI;Rudnia;07430
Kyivska;BORYSPILSKYI;Hora;08324
Donetska;KRAMATORSKYI;Kramatorsk;84303
Zaporizka;MELITOPOLSKYI;HAVRYLIVKA;72212
Lvivska;YAVORIVSKYI;Hlynytsi;81033
Kyiv;Kyiv;Kyiv;05300
Zakarpatska;KHUSTSKYI;Lypetska Poliana;90425
Volynska;LUTSKYI;Shklyn;45712
Vinnytska;MOHYLIV-PODILSKYI;Kamianetski Khutory;23432
Donetska;MARIUPOLSKYI;Mariupol;87541
Kyivska;BUCHANSKYI;Mykulychi;07852
Vinnytska;HAISYNSKYI;Tartak;24800
Kyivska;BILOTSERKIVSKYI;Bila Tserkva;09112
Kyiv;Kyiv;Kyiv;01008
Zaporizka;VASYLIVSKYI;Stepnohirsk;71615
Volynska;KOVELSKYI;Shatsk;44000
Lvivska;DROHOBYTSKYI;Drohobych;82108
Lvivska;SHEPTYTSKYI;Sukhovolia;80024
Ivano-Frankivska;KOLOMYISKYI;Vydyniv;78301
Kirovohradska;KROPYVNYTSKYI;Kropyvnytskyi;25015
Ivano-Frankivska;NADVIRNIANSKYI;Krasna;78451
Lvivska;ZOLOCHIVSKYI;Torhiv;80760
Volynska;LUTSKYI;Zhydychyn;45240
Donetska;VOLNOVASKYI;Rybynske;85735
Donetska;VOLNOVASKYI;Myrne;87124
Dnipropetrovska;KAMIANSKYI;Kamianske;51933
Kyivska;BORYSPILSKYI;Boryspil;08303
Zakarpatska;UZHHORODSKYI;Zarichovo;89212
Ivano-Frankivska;KALUSKYI;Zavii;77356
Dnipropetrovska;KRYVORIZKYI;Kryvyi Rih;50073
Mykolaivska;BASHTANSKYI;Inhulka;56170
Zaporizka;POLOHIVSKYI;Polohy;70604
Zaporizka;ZAPORIZKYI;Mykhailivka;70030
Donetska;MARIUPOLSKYI;Babakh-Tarama;87455
Zhytomyrska;ZHYTOMYRSKYI;Stryzhivka;13101
Zhytomyrska;ZHYTOMYRSKYI;Zhytomyr;10006
Lvivska;YAVORIVSKYI;Novosiltsi;81340
Dnipropetrovska;KAMIANSKYI;Novopidhirne;52300
Kyivska;OBUKHIVSKYI;Karapyshi;08841
Zaporizka;VASYLIVSKYI;Kokhane;71733
Vinnytska;HAISYNSKYI;Tsybulivka;24360
Kyivska;BROVARSKYI;Bervytsia;07425
Zaporizka;BERDIANSKYI;Dolynske;71145
Kirovohradska;KROPYVNYTSKYI;Novopetrivka;27641
Zaporizka;BERDIANSKYI;Kalynivka;71244
Zaporizka;BERDIANSKYI;Berdianske;71170
Dnipropetrovska;SYNELNYKIVSKYI;Dobropasove;53600
Zaporizka;ZAPORIZKYI;Tavriiske;70540
Kyiv;Kyiv;Kyiv;02138
Zaporizka;MELITOPOLSKYI;Plodorodne;72040
Dnipropetrovska;KRYVORIZKYI;Kryvyi Rih;50090
Lvivska;YAVORIVSKYI;Nemyriv;81013
Lvivska;SAMBIRSKYI;Hrabivnytsia;82022
Zaporizka;VASYLIVSKYI;Barvinivka;72011
Lvivska;YAVORIVSKYI;Rosnivka;81032
Zaporizka;POLOHIVSKYI;Solodka Balka;71720
Zaporizka;POLOHIVSKYI;Probudzhennia;71001
Kyivska;FASTIVSKYI;Boiarka;08153
Zaporizka;POLOHIVSKYI;Pavlivka;69050
Lvivska;YAVORIVSKYI;Kohuty;81053
Kyivska;FASTIVSKYI;Fastiv;08503
Zaporizka;ZAPORIZKYI;Bohatyrivka;70036
Donetska;BAKHMUTSKYI;Myronivskyi;84791
Lvivska;LVIVSKYI;Lviv;79060
Ivano-Frankivska;IVANO-FRANKIVSKYI;Tysmenytsia;77401
Vinnytska;VINNYTSKYI;Selyshche;22300
Kyivska;FASTIVSKYI;Putrivka;08602
Ivano-Frankivska;KALUSKYI;Sloboda-Dolynska;77512
Lvivska;LVIVSKYI;Pidhaitsi;81115
Lvivska;STRYISKYI;Sopit;82612
Mykolaivska;PERVOMAISKYI;Pervomaisk;55209
Kyivska;BILOTSERKIVSKYI;Rude Selo;09342
Kyiv;Kyiv;Kyiv;03179
Zaporizka;BERDIANSKYI;Shevchenka;71153
Zaporizka;POLOHIVSKYI;Vynohradne;71717
Luhanska;SVATIVSKYI;Rozsypne;92120
Ivano-Frankivska;KALUSKYI;Holyn;77343
Luhanska;SIVERSKODONETSKYI;Popasna;93301
Zakarpatska;TIACHIVSKYI;Tereblia;90550
Mykolaivska;MYKOLAIVSKYI;Mykolaiv;54017
Lvivska;LVIVSKYI;Dubanevychi;81540
Zaporizka;BERDIANSKYI;Radyvonivka;71135
Zakarpatska;BEREHIVSKYI;Tysobyken;90355
Ivano-Frankivska;IVANO-FRANKIVSKYI;Skobychivka;77712
Donetska;POKROVSKYI;Semenivka;85400
Dnipropetrovska;DNIPROVSKYI;Dnipro;49047
Lvivska;SAMBIRSKYI;Spas;82073
Zhytomyrska;KOROSTENSKYI;Korosten;11512
Ivano-Frankivska;KALUSKYI;Mizhrichchia;77210
Kirovohradska;KROPYVNYTSKYI;Kropyvnytskyi;25026
Kyivska;BILOTSERKIVSKYI;Kalynove;09533
Lvivska;DROHOBYTSKYI;Zady;82132
Zaporizka;ZAPORIZKYI;Zaporizhzhia;69040
Dnipropetrovska;KRYVORIZKYI;Honcharove;53132
Zakarpatska;MUKACHIVSKYI;Mukachevo;89603
Zaporizka;ZAPORIZKYI;Zaporizhzhia;69120
Mykolaivska;MYKOLAIVSKYI;Mykolaiv;54057
Kyiv;Kyiv;Kyiv;03194
Zaporizka;ZAPORIZKYI;Zaporizhzhia;69013
Lvivska;SAMBIRSKYI;Babyna;81455
Donetska;POKROVSKYI;Sokil;85400
Kyivska;BUCHANSKYI;Petropavlivska Borshchahivka;08130
Donetska;VOLNOVASKYI;Novotroitske;85732
Zaporizka;MELITOPOLSKYI;Svobodne;72344
Vinnytska;TULCHYNSKYI;Vapniarka;24240
Ivano-Frankivska;IVANO-FRANKIVSKYI;Krychka;77744
Volynska;LUTSKYI;Dubyshche;45109
Zaporizka;MELITOPOLSKYI;Verkhovyna;72373
Vinnytska;VINNYTSKYI;Stryzhavka;23210
Donetska;KRAMATORSKYI;Kramatorsk;84305
Volynska;KOVELSKYI;Melnyky;44008
Vinnytska;MOHYLIV-PODILSKYI;Mazurivka;24100
Vinnytska;VINNYTSKYI;Zarvantsi;23222
Donetska;POKROVSKYI;BLAHODATNE;85400
Donetska;KRAMATORSKYI;Malotaranivka;84396
Volynska;LUTSKYI;Prylutske;43023
Kyiv;Kyiv;Kyiv;02147
Zakarpatska;BEREHIVSKYI;Siltse;90124
Dnipropetrovska;DNIPROVSKYI;Oleksandrivka;49116
Donetska;MARIUPOLSKYI;Mariupol;87535
Lvivska;STRYISKYI;Lybokhora;82632
Ivano-Frankivska;KALUSKYI;Zelenyi Yar;77360
Zhytomyrska;ZHYTOMYRSKYI;Kodnia;12452
Dnipropetrovska;DNIPROVSKYI;Prydniprianske;52042
Lvivska;LVIVSKYI;Zibolky;80360
Volynska;VOLODYMYRSKYI;Blahodatne;45490
Kyivska;OBUKHIVSKYI;Vasylkiv;08601
Donetska;MARIUPOLSKYI;MYKILSKE;87000
Kyiv;Kyiv;Kyiv;03038
Vinnytska;KHMILNYTSKYI;Verbivka;22000
Kirovohradska;OLEKSANDRIISKYI;Protopopivka;28034
Donetska;KRAMATORSKYI;Druzhkivka;84206
Zaporizka;VASYLIVSKYI;Plavni;69005
Kyivska;BUCHANSKYI;Horbovychi;08122
Volynska;LUTSKYI;Dibrova;45750
Zakarpatska;TIACHIVSKYI;Ruska Mokra;90521
Lvivska;STRYISKYI;Uhilnia;82484
Lvivska;LVIVSKYI;Mervychi;80362
Ivano-Frankivska;KOSIVSKYI;Tekucha;78617
Zaporizka;VASYLIVSKYI;Mykhailivka;72005
Lvivska;LVIVSKYI;Davydiv;81151
Kyiv;Kyiv;Kyiv;02218
Zaporizka;MELITOPOLSKYI;Marianivka;72412
Zaporizka;MELITOPOLSKYI;Pryvilne;72343
Dnipropetrovska;DNIPROVSKYI;Liubymivka;52042
Volynska;LUTSKYI;Lutsk;43026
Zakarpatska;TIACHIVSKYI;Lazy;90554
Volynska;LUTSKYI;Marianivka;45744
Donetska;POKROVSKYI;Myrnohrad;85325
Zaporizka;VASYLIVSKYI;Dniprorudne;71630
Vinnytska;MOHYLIV-PODILSKYI;Babchyntsi;24132
Donetska;POKROVSKYI;Izmailivka;85400
Luhanska;STAROBILSKYI;Velykotsk;92505
Ivano-Frankivska;IVANO-FRANKIVSKYI;Khryplyn;76501
Vinnytska;VINNYTSKYI;Penkivka;22530
Mykolaivska;MYKOLAIVSKYI;Mykolaiv;54004
Lvivska;SAMBIRSKYI;Nahirne;81473
Ivano-Frankivska;KALUSKYI;Zarichchia;77210
Dnipropetrovska;DNIPROVSKYI;Dnipro;49073
Kyivska;BUCHANSKYI;Bilohorodka;08139
Donetska;POKROVSKYI;BAZHANE PERSHE;85400
Zaporizka;VASYLIVSKYI;Novohorivka;71731
Kyivska;BILOTSERKIVSKYI;Syniava;09634
Kyiv;Kyiv;Kyiv;03065
Lvivska;DROHOBYTSKYI;Opory;82164
Kyivska;OBUKHIVSKYI;Zelenky;08832
Zaporizka;VASYLIVSKYI;Novoukrainka;71323
Kirovohradska;KROPYVNYTSKYI;Nove;25491
Zaporizka;POLOHIVSKYI;Ilchenkove;71720
Dnipropetrovska;DNIPROVSKYI;Dnipro;49033
Lvivska;SAMBIRSKYI;Rakova;82030
Kyivska;FASTIVSKYI;Bahryn;08623
Donetska;KRAMATORSKYI;Sloviansk;84122
Kyivska;BUCHANSKYI;Kapitanivka;08112
Dnipropetrovska;DNIPROVSKYI;Dnipro;49007
Lvivska;SHEPTYTSKYI;Zabolottia;80062
Donetska;KRAMATORSKYI;Sloviansk;84118
Kirovohradska;KROPYVNYTSKYI;Molodizhne;28524
Donetska;KRAMATORSKYI;Kostiantynivka;85103
Donetska;MARIUPOLSKYI;Yalta;87450
Kyivska;FASTIVSKYI;Mostyshche;08070
Lvivska;DROHOBYTSKYI;Drohobych;82107
Dnipropetrovska;PAVLOHRADSKYI;Pavlohrad;51404
Donetska;BAKHMUTSKYI;Shumy;85200
Donetska;VOLNOVASKYI;Berezove;85400
Kyivska;BILOTSERKIVSKYI;Yablunivka;09154
Kyiv;Kyiv;Kyiv;02034
Donetska;KALMIUSKYI;Luhanske;85400
Kyiv;Kyiv;Kyiv;03131
Lvivska;SHEPTYTSKYI;Svytaziv;80024
Luhanska;SVATIVSKYI;Svatove;92603
Kyivska;BORYSPILSKYI;Petropavlivske;08341
Ivano-Frankivska;KOLOMYISKYI;Chernelytsia;78112
Lvivska;LVIVSKYI;Lviv;79045
Lvivska;LVIVSKYI;Lviv;79020
Kirovohradska;KROPYVNYTSKYI;Kropyvnytskyi;25006
Donetska;POKROVSKYI;Novomykhailivka;85654
Ivano-Frankivska;IVANO-FRANKIVSKYI;Porohy;77743
Ivano-Frankivska;IVANO-FRANKIVSKYI;Monastyrchany;77752
Zaporizka;BERDIANSKYI;Sakhno;71140
Lvivska;LVIVSKYI;Mavdryky;80335
Luhanska;SIVERSKODONETSKYI;Borovenky;92943
Zaporizka;VASYLIVSKYI;Novodniprovka;71331
Dnipropetrovska;KRYVORIZKYI;Oleksandrivka;53730
Volynska;LUTSKYI;Lutsk;43016
Dnipropetrovska;SYNELNYKIVSKYI;Prosiana;53610
Donetska;POKROVSKYI;Yelyzavetivka;85651
Lvivska;SHEPTYTSKYI;Hoholiv;80271
Zaporizka;MELITOPOLSKYI;Kyrylivka;72563
Ivano-Frankivska;KOLOMYISKYI;Yasinky;78253
Zaporizka;BERDIANSKYI;Chernihivka;71202
Kyivska;BILOTSERKIVSKYI;Skybyntsi;09813
Zakarpatska;TIACHIVSKYI;Tarasivka;90530
Dnipropetrovska;DNIPROVSKYI;Aviatorskyi;49041
Vinnytska;VINNYTSKYI;Plyskiv;22252
Vinnytska;ZHMERYNSKYI;Stanislavchyk;23160
Zaporizka;BERDIANSKYI;Yiurivka;72120
Zhytomyrska;BERDYCHIVSKYI;Berdychiv;13301
Lvivska;SAMBIRSKYI;Kopan;81422
Zhytomyrska;ZHYTOMYRSKYI;Teterivka;12420
Dnipropetrovska;KAMIANSKYI;Zhovti Vody;52204
Kyiv;Kyiv;Kyiv;02132
Ivano-Frankivska;KOLOMYISKYI;Piadyky;78254
Kyivska;FASTIVSKYI;Maliutianka;08150
Zaporizka;MELITOPOLSKYI;Trudove;72513
Zaporizka;MELITOPOLSKYI;Yasna Poliana;72215
Zaporizka;POLOHIVSKYI;Tokmak;71701
Lvivska;STRYISKYI;Dobrivliany;82402
Volynska;KOVELSKYI;Bilyn;45042
Kyivska;BUCHANSKYI;Sviatopetrivske;08141
Zaporizka;ZAPORIZKYI;Zaporizhzhia;69124
Zakarpatska;UZHHORODSKYI;Perechyn;89200
Ivano-Frankivska;KOLOMYISKYI;Kornych;78215
Zakarpatska;MUKACHIVSKYI;Nyzhni Vorota;89130
Ivano-Frankivska;KALUSKYI;Pidsukhy;77624
Vinnytska;TULCHYNSKYI;Lypivka;24205
Zaporizka;POLOHIVSKYI;Novouspenivske;69050
Zaporizka;BERDIANSKYI;Sofievka;72131
Vinnytska;VINNYTSKYI;Strointsi;23340
Lvivska;DROHOBYTSKYI;Drohobych;82104
Zaporizka;BERDIANSKYI;Shovkove;71129
Vinnytska;VINNYTSKYI;Vinnytsia;21030
Kirovohradska;NOVOUKRAINSKYI;Novomyrhorod;26000
Vinnytska;VINNYTSKYI;Pohrebyshche;22200
Donetska;VOLNOVASKYI;Mykilske;85720
Dnipropetrovska;KRYVORIZKYI;Kryvyi Rih;50005
Kyivska;BROVARSKYI;Svitylnia;07444
Dnipropetrovska;KAMIANSKYI;Zhovti Vody;52210
Lvivska;YAVORIVSKYI;Sarny;81037
Kyivska;BUCHANSKYI;Irpin;08203
Kyiv;Kyiv;Kyiv;03057
Zaporizka;ZAPORIZKYI;Liubymivka;70540
Kyivska;BROVARSKYI;Semypolky;07423
Donetska;POKROVSKYI;Vovkove;85400
Zaporizka;ZAPORIZKYI;Zaporizhzhia;69004
Ivano-Frankivska;KALUSKYI;Krekhovychi;77610
Lvivska;LVIVSKYI;Zahiria;80318
Luhanska;SIVERSKODONETSKYI;SIVERSKODONETSK;93405
Lvivska;DROHOBYTSKYI;Derezhychi;82109
Lvivska;LVIVSKYI;Pidhorodyshche;81214
Lvivska;SHEPTYTSKYI;Hirnyk;80191
Kirovohradska;OLEKSANDRIISKYI;Velyka Andrusivka;27520
Zakarpatska;MUKACHIVSKYI;Verkhni Vorota;89132
Lvivska;SAMBIRSKYI;Poliana;82042
Dnipropetrovska;KAMIANSKYI;Zatyshne;52363
Kyivska;OBUKHIVSKYI;Obukhiv;08701
Ivano-Frankivska;NADVIRNIANSKYI;Havrylivka;78414
Ivano-Frankivska;IVANO-FRANKIVSKYI;Korolivka;78030
Ivano-Frankivska;IVANO-FRANKIVSKYI;Vilne;78013
Kirovohradska;NOVOUKRAINSKYI;Hannivka;26000
Luhanska;SHCHASTYNSKYI;Oleksiivka;93522
Volynska;LUTSKYI;Olyka;45263
Zakarpatska;TIACHIVSKYI;Kalyny;90532
Volynska;VOLODYMYRSKYI;Trostianka;44731
Lvivska;LVIVSKYI;Lviv;79057
Ivano-Frankivska;KOLOMYISKYI;Myshyn;78280
Donetska;POKROVSKYI;Hryshyne;85330
Volynska;KOVELSKYI;Volia-Kovelska;45008
Kyivska;VYSHHORODSKYI;Huta-Katiuzhanska;07313
Donetska;VOLNOVASKYI;Bohdanivka;85734
Kirovohradska;KROPYVNYTSKYI;Oleksandrivka;27300
Zhytomyrska;KOROSTENSKYI;Novobratske;11620
Vinnytska;HAISYNSKYI;Demivka;24832
Vinnytska;VINNYTSKYI;Vinnytsia;21014
Zaporizka;BERDIANSKYI;Koza;71145
Volynska;LUTSKYI;Chornyzh;44680
Zakarpatska;TIACHIVSKYI;Bila Tserkva;90614
Dnipropetrovska;KRYVORIZKYI;Kryvyi Rih;50011
Volynska;KAMIN-KASHYRSKYI;Oleksiivka;44501
Zaporizka;POLOHIVSKYI;Bilohiria;70504
Ivano-Frankivska;IVANO-FRANKIVSKYI;Khryplyn;76030
Lvivska;LVIVSKYI;Lviv;79004
Ivano-Frankivska;KOLOMYISKYI;Toporivtsi;78162
Lvivska;SAMBIRSKYI;Radych;82544
Luhanska;SHCHASTYNSKYI;Stanychno-Luhanske;93600
Zaporizka;POLOHIVSKYI;Tokmak;71703
Lvivska;ZOLOCHIVSKYI;Pankivtsi;80670
Kyivska;BROVARSKYI;Liubomyrivka;07651
Volynska;LUTSKYI;Torchyn;45612
Vinnytska;VINNYTSKYI;Tiutky;23234
Lvivska;ZOLOCHIVSKYI;Luka;80746
Zaporizka;POLOHIVSKYI;Sadove;71741
Luhanska;STAROBILSKYI;Shulikivka;92816
Dnipropetrovska;DNIPROVSKYI;Dnipro;49117
Volynska;KOVELSKYI;Hirnyky;44130
Zaporizka;BERDIANSKYI;Staropetrivka;71163
Zaporizka;POLOHIVSKYI;Ostrykivka;71752
Zaporizka;MELITOPOLSKYI;Hannivka;72415
Ivano-Frankivska;KOLOMYISKYI;Spas;78219
Zaporizka;MELITOPOLSKYI;Yakymivka;72503
Kyivska;BORYSPILSKYI;Bohdanivka;07742
Ivano-Frankivska;VERKHOVYNSKYI;Vipche;78701
Zhytomyrska;ZHYTOMYRSKYI;Zhytomyr;10005
Ivano-Frankivska;KOLOMYISKYI;Pidvysoke;78321
Volynska;LUTSKYI;Lutsk;43024
Luhanska;STAROBILSKYI;Butove;92762
Vinnytska;HAISYNSKYI;Haisyn;23700
Zaporizka;MELITOPOLSKYI;Menchykury;72215
Zaporizka;POLOHIVSKYI;VYSOKE;69050
Zaporizka;POLOHIVSKYI;Huliaipole;69050
Ivano-Frankivska;KOLOMYISKYI;Rosokhach;78151
Donetska;POKROVSKYI;Pokrovsk;85304
Volynska;LUTSKYI;Lutsk;43003
Vinnytska;MOHYLIV-PODILSKYI;Yampil;24500
Ivano-Frankivska;KOLOMYISKYI;Lisna Slobidka;78257
Lvivska;SAMBIRSKYI;Bonevychi;82042
Donetska;VOLNOVASKYI;Novopetrykivka;85570
Volynska;VOLODYMYRSKYI;Volodymyr;44701
Volynska;KOVELSKYI;Luchychi;44160
Vinnytska;VINNYTSKYI;Vinnytski Khutory;23219
Ivano-Frankivska;KALUSKYI;Pshenychnyky;77554
Kyivska;BORYSPILSKYI;Mala Oleksandrivka;08320
Zaporizka;BERDIANSKYI;Stulneve;71220
